match_id,possession,num_events,team,possession_team,type,ends_with_shot
3912592,1,4,Manchester United W,Aston Villa W,Half Start,0
3912592,2,21,Manchester United W,Manchester United W,Ball Receipt*,0
3912592,3,68,Manchester United W,Aston Villa W,Pressure,0
3912592,4,5,Manchester United W,Manchester United W,Foul Won,0
3912592,5,28,Manchester United W,Manchester United W,Ball Receipt*,0
3912592,6,24,Aston Villa W,Aston Villa W,Pressure,0
3912592,7,9,Aston Villa W,Aston Villa W,Ball Receipt*,0
3912592,8,20,Aston Villa W,Manchester United W,Duel,0
3912592,9,10,Aston Villa W,Manchester United W,Block,0
3912592,10,11,Manchester United W,Manchester United W,Pressure,0
3912592,11,45,Aston Villa W,Aston Villa W,Dispossessed,0
3912592,12,40,Manchester United W,Manchester United W,Ball Receipt*,0
3912592,13,9,Aston Villa W,Aston Villa W,Dispossessed,0
3912592,14,13,Manchester United W,Manchester United W,Miscontrol,0
3912592,15,7,Aston Villa W,Aston Villa W,Pass,0
3912592,16,41,Aston Villa W,Manchester United W,Block,0
3912592,17,5,Aston Villa W,Manchester United W,Goal Keeper,0
3912592,18,39,Aston Villa W,Aston Villa W,Ball Receipt*,0
3912592,19,31,Aston Villa W,Manchester United W,Clearance,0
3912592,20,12,Manchester United W,Manchester United W,Ball Receipt*,0
3912592,21,17,Aston Villa W,Aston Villa W,Dispossessed,0
3912592,22,12,Manchester United W,Manchester United W,Ball Receipt*,0
3912592,23,8,Aston Villa W,Aston Villa W,Ball Receipt*,0
3912592,24,7,Manchester United W,Manchester United W,Ball Receipt*,0
3912592,25,25,Aston Villa W,Aston Villa W,Ball Receipt*,0
3912592,26,55,Manchester United W,Manchester United W,Foul Won,0
3912592,27,1,Manchester United W,Manchester United W,Pass,0
3912592,28,11,Aston Villa W,Aston Villa W,Pressure,0
3912592,29,5,Aston Villa W,Manchester United W,Goal Keeper,0
3912592,30,11,Aston Villa W,Manchester United W,Clearance,0
3912592,31,21,Manchester United W,Aston Villa W,Block,0
3912592,32,4,Manchester United W,Aston Villa W,Goal Keeper,0
3912592,33,3,Manchester United W,Manchester United W,Duel,0
3912592,34,34,Aston Villa W,Aston Villa W,Ball Receipt*,0
3912592,35,124,Manchester United W,Manchester United W,Ball Receipt*,0
3912592,36,13,Aston Villa W,Aston Villa W,Foul Won,0
3912592,37,21,Aston Villa W,Aston Villa W,Dribble,0
3912592,38,27,Manchester United W,Manchester United W,Ball Receipt*,0
3912592,39,11,Manchester United W,Aston Villa W,Block,0
3912592,40,46,Aston Villa W,Aston Villa W,Dribble,0
3912592,41,15,Aston Villa W,Manchester United W,Clearance,0
3912592,42,13,Aston Villa W,Manchester United W,Clearance,0
3912592,43,12,Aston Villa W,Aston Villa W,Ball Receipt*,0
3912592,44,13,Aston Villa W,Manchester United W,Goal Keeper,0
3912592,45,2,Aston Villa W,Aston Villa W,Ball Receipt*,0
3912592,46,38,Manchester United W,Manchester United W,Dispossessed,0
3912592,47,10,Manchester United W,Manchester United W,Ball Receipt*,0
3912592,48,9,Aston Villa W,Aston Villa W,Foul Won,0
3912592,49,19,Aston Villa W,Aston Villa W,Dispossessed,0
3912592,50,22,Manchester United W,Manchester United W,Foul Won,0
3912592,51,6,Manchester United W,Manchester United W,Foul Won,0
3912592,52,4,Manchester United W,Manchester United W,Shot,1
3912592,53,1,Aston Villa W,Aston Villa W,Goal Keeper,0
3912592,54,16,Aston Villa W,Aston Villa W,Pressure,0
3912592,55,23,Aston Villa W,Manchester United W,Block,0
3912592,56,59,Aston Villa W,Manchester United W,Goal Keeper,0
3912592,57,15,Aston Villa W,Aston Villa W,Ball Receipt*,0
3912592,58,20,Manchester United W,Manchester United W,Ball Receipt*,0
3912592,59,9,Aston Villa W,Aston Villa W,Dispossessed,0
3912592,60,6,Manchester United W,Manchester United W,Dispossessed,0
3912592,61,12,Manchester United W,Manchester United W,Ball Recovery,0
3912592,62,9,Manchester United W,Aston Villa W,Duel,0
3912592,63,18,Aston Villa W,Manchester United W,Foul Won,0
3912592,64,20,Manchester United W,Aston Villa W,Ball Receipt*,0
3912592,65,2,Aston Villa W,Aston Villa W,Pass,0
3912592,66,8,Aston Villa W,Manchester United W,Interception,0
3912592,67,31,Manchester United W,Aston Villa W,Clearance,0
3912592,68,21,Manchester United W,Aston Villa W,Block,0
3912592,69,63,Aston Villa W,Manchester United W,Duel,0
3912592,70,52,Aston Villa W,Manchester United W,Duel,0
3912592,71,10,Manchester United W,Aston Villa W,Goal Keeper,0
3912592,72,25,Manchester United W,Manchester United W,Dribble,0
3912592,73,27,Aston Villa W,Aston Villa W,Pressure,0
3912592,74,64,Manchester United W,Manchester United W,Ball Receipt*,0
3912592,75,15,Manchester United W,Aston Villa W,Foul Won,0
3912592,76,13,Aston Villa W,Manchester United W,Clearance,0
3912592,77,73,Manchester United W,Manchester United W,Bad Behaviour,0
3912592,78,5,Manchester United W,Aston Villa W,Block,0
3912592,79,25,Manchester United W,Aston Villa W,Ball Recovery,0
3912592,80,6,Aston Villa W,Aston Villa W,Miscontrol,0
3912592,81,7,Manchester United W,Aston Villa W,Interception,0
3912592,82,8,Aston Villa W,Aston Villa W,Dispossessed,0
3912592,83,26,Manchester United W,Aston Villa W,Block,0
3912592,84,11,Aston Villa W,Manchester United W,Dribbled Past,0
3912592,85,20,Aston Villa W,Aston Villa W,Block,0
3912592,86,3,Manchester United W,Manchester United W,Ball Receipt*,0
3912592,87,11,Manchester United W,Aston Villa W,Half End,0
3912592,88,14,Aston Villa W,Aston Villa W,Ball Receipt*,0
3912592,89,20,Aston Villa W,Manchester United W,Clearance,0
3912592,90,6,Manchester United W,Manchester United W,Ball Receipt*,0
3912592,91,9,Aston Villa W,Aston Villa W,Ball Receipt*,0
3912592,92,47,Aston Villa W,Manchester United W,Block,0
3912592,93,42,Aston Villa W,Manchester United W,Duel,0
3912592,94,25,Aston Villa W,Manchester United W,Duel,0
3912592,95,10,Manchester United W,Manchester United W,Pressure,0
3912592,96,36,Manchester United W,Aston Villa W,Clearance,0
3912592,97,64,Aston Villa W,Aston Villa W,Ball Receipt*,0
3912592,98,28,Manchester United W,Manchester United W,Shot,1
3912592,99,10,Manchester United W,Manchester United W,Dribble,0
3912592,100,7,Manchester United W,Aston Villa W,Clearance,0
3912592,101,8,Aston Villa W,Aston Villa W,Ball Receipt*,0
3912592,102,60,Aston Villa W,Manchester United W,Block,0
3912592,103,29,Aston Villa W,Aston Villa W,Goal Keeper,0
3912592,104,11,Manchester United W,Aston Villa W,Block,0
3912592,105,37,Aston Villa W,Aston Villa W,Foul Won,0
3912592,106,29,Manchester United W,Aston Villa W,Goal Keeper,0
3912592,107,17,Aston Villa W,Manchester United W,Block,0
3912592,108,10,Manchester United W,Manchester United W,Miscontrol,0
3912592,109,12,Aston Villa W,Aston Villa W,Ball Receipt*,0
3912592,110,12,Aston Villa W,Manchester United W,Player Off,0
3912592,111,44,Manchester United W,Manchester United W,Ball Receipt*,0
3912592,112,64,Aston Villa W,Aston Villa W,Player Off,0
3912592,113,1,Manchester United W,Manchester United W,Pass,0
3912592,114,26,Aston Villa W,Aston Villa W,Ball Receipt*,0
3912592,115,4,Aston Villa W,Manchester United W,Player Off,0
3912592,116,1,Manchester United W,Manchester United W,Referee Ball-Drop,0
3912592,117,1,Aston Villa W,Aston Villa W,Referee Ball-Drop,0
3912592,118,17,Manchester United W,Manchester United W,Pressure,0
3912592,119,28,Aston Villa W,Aston Villa W,Substitution,0
3912592,120,9,Manchester United W,Aston Villa W,Player Off,0
3912592,121,17,Manchester United W,Manchester United W,Ball Receipt*,0
3912592,122,14,Manchester United W,Aston Villa W,Clearance,0
3912592,123,29,Manchester United W,Aston Villa W,Player On,0
3912592,124,5,Manchester United W,Aston Villa W,Tactical Shift,0
3912592,125,3,Manchester United W,Manchester United W,Miscontrol,0
3912592,126,24,Manchester United W,Aston Villa W,Block,0
3912592,127,14,Aston Villa W,Manchester United W,Clearance,0
3912592,128,13,Manchester United W,Manchester United W,Miscontrol,0
3912592,129,41,Aston Villa W,Aston Villa W,Dribble,0
3912592,130,11,Aston Villa W,Manchester United W,Goal Keeper,0
3912592,131,8,Aston Villa W,Aston Villa W,Tactical Shift,0
3912592,132,22,Aston Villa W,Manchester United W,Block,0
3912592,133,25,Aston Villa W,Aston Villa W,Shot,1
3912592,134,28,Aston Villa W,Manchester United W,Clearance,0
3912592,135,5,Aston Villa W,Manchester United W,Block,0
3912592,136,10,Manchester United W,Manchester United W,Substitution,0
3912592,137,4,Aston Villa W,Aston Villa W,Ball Receipt*,0
3912592,138,22,Aston Villa W,Manchester United W,Block,0
3912592,139,4,Aston Villa W,Manchester United W,Foul Won,0
3912592,140,10,Aston Villa W,Aston Villa W,Bad Behaviour,0
3912592,141,3,Aston Villa W,Aston Villa W,Carry,0
3912592,142,28,Aston Villa W,Manchester United W,Ball Receipt*,0
3912592,143,9,Aston Villa W,Manchester United W,Block,0
3912592,144,24,Aston Villa W,Aston Villa W,Ball Receipt*,0
3912592,145,24,Manchester United W,Manchester United W,Pass,0
3912592,146,5,Aston Villa W,Aston Villa W,Duel,0
3912592,147,17,Manchester United W,Manchester United W,Ball Receipt*,0
3912592,148,4,Aston Villa W,Aston Villa W,Ball Receipt*,0
3912592,149,32,Aston Villa W,Manchester United W,Pressure,0
3912592,150,23,Manchester United W,Aston Villa W,Block,0
3912592,151,11,Aston Villa W,Manchester United W,Goal Keeper,0
3912592,152,1,Aston Villa W,Aston Villa W,Pass,0
3912592,153,13,Manchester United W,Manchester United W,Ball Receipt*,0
3912592,154,5,Aston Villa W,Aston Villa W,Ball Receipt*,0
3912592,155,28,Aston Villa W,Manchester United W,Goal Keeper,0
3912592,156,14,Manchester United W,Manchester United W,Ball Recovery,0
3912592,157,5,Aston Villa W,Aston Villa W,Pass,0
3912592,158,38,Aston Villa W,Manchester United W,Goal Keeper,0
3912592,159,3,Aston Villa W,Aston Villa W,Duel,0
3912592,160,17,Aston Villa W,Manchester United W,Goal Keeper,0
3912592,161,3,Aston Villa W,Aston Villa W,Pass,0
3912592,162,20,Manchester United W,Manchester United W,Pressure,0
3912592,163,21,Aston Villa W,Aston Villa W,Ball Receipt*,0
3912592,164,40,Aston Villa W,Manchester United W,Substitution,0
3912592,165,2,Aston Villa W,Aston Villa W,Ball Receipt*,0
3912592,166,19,Manchester United W,Manchester United W,Miscontrol,0
3912592,167,7,Aston Villa W,Aston Villa W,Ball Receipt*,0
3912592,168,7,Manchester United W,Manchester United W,Ball Receipt*,0
3912592,169,17,Manchester United W,Aston Villa W,Duel,0
3912592,170,57,Manchester United W,Aston Villa W,Pressure,0
3912592,171,6,Aston Villa W,Aston Villa W,Dispossessed,0
3912592,172,7,Manchester United W,Aston Villa W,Block,0
3912592,173,7,Manchester United W,Aston Villa W,Clearance,0
3912592,174,27,Aston Villa W,Aston Villa W,Miscontrol,0
3912592,175,7,Manchester United W,Manchester United W,Bad Behaviour,0
3912592,176,8,Manchester United W,Aston Villa W,Half End,0
3912593,1,4,Manchester City WFC,West Ham United LFC,Half Start,0
3912593,2,9,West Ham United LFC,Manchester City WFC,Interception,0
3912593,3,23,West Ham United LFC,Manchester City WFC,Clearance,0
3912593,4,16,Manchester City WFC,Manchester City WFC,Pressure,0
3912593,5,4,West Ham United LFC,West Ham United LFC,Foul Won,0
3912593,6,8,West Ham United LFC,West Ham United LFC,Pressure,0
3912593,7,25,Manchester City WFC,Manchester City WFC,Pass,0
3912593,8,7,West Ham United LFC,West Ham United LFC,50/50,0
3912593,9,26,West Ham United LFC,Manchester City WFC,Clearance,0
3912593,10,4,Manchester City WFC,Manchester City WFC,Carry,0
3912593,11,8,West Ham United LFC,West Ham United LFC,Ball Receipt*,0
3912593,12,6,West Ham United LFC,Manchester City WFC,Goal Keeper,0
3912593,13,12,West Ham United LFC,West Ham United LFC,Ball Receipt*,0
3912593,14,28,Manchester City WFC,Manchester City WFC,Pressure,0
3912593,15,18,Manchester City WFC,West Ham United LFC,Duel,0
3912593,16,12,Manchester City WFC,Manchester City WFC,Ball Receipt*,0
3912593,17,7,West Ham United LFC,West Ham United LFC,Ball Receipt*,0
3912593,18,58,Manchester City WFC,Manchester City WFC,Ball Receipt*,0
3912593,19,11,West Ham United LFC,West Ham United LFC,Ball Receipt*,0
3912593,20,13,West Ham United LFC,Manchester City WFC,Block,0
3912593,21,14,West Ham United LFC,West Ham United LFC,Pressure,0
3912593,22,65,Manchester City WFC,Manchester City WFC,Ball Receipt*,0
3912593,23,8,West Ham United LFC,West Ham United LFC,Ball Receipt*,0
3912593,24,78,Manchester City WFC,Manchester City WFC,Pass,0
3912593,25,11,Manchester City WFC,West Ham United LFC,Block,0
3912593,26,13,West Ham United LFC,West Ham United LFC,Shot,1
3912593,27,1,Manchester City WFC,Manchester City WFC,Goal Keeper,0
3912593,28,39,West Ham United LFC,Manchester City WFC,Clearance,0
3912593,29,47,Manchester City WFC,Manchester City WFC,Foul Won,0
3912593,30,49,Manchester City WFC,Manchester City WFC,Pressure,0
3912593,31,4,West Ham United LFC,West Ham United LFC,Foul Won,0
3912593,32,19,West Ham United LFC,West Ham United LFC,Goal Keeper,0
3912593,33,9,Manchester City WFC,West Ham United LFC,Bad Behaviour,0
3912593,34,31,Manchester City WFC,Manchester City WFC,Ball Receipt*,0
3912593,35,16,West Ham United LFC,West Ham United LFC,Pressure,0
3912593,36,12,Manchester City WFC,Manchester City WFC,Pressure,0
3912593,37,23,Manchester City WFC,West Ham United LFC,Clearance,0
3912593,38,11,Manchester City WFC,Manchester City WFC,Dribble,0
3912593,39,15,Manchester City WFC,West Ham United LFC,Ball Recovery,0
3912593,40,10,West Ham United LFC,West Ham United LFC,Ball Receipt*,0
3912593,41,68,Manchester City WFC,Manchester City WFC,Pressure,0
3912593,42,20,Manchester City WFC,West Ham United LFC,Pressure,0
3912593,43,25,West Ham United LFC,Manchester City WFC,Goal Keeper,0
3912593,44,11,Manchester City WFC,West Ham United LFC,Block,0
3912593,45,6,Manchester City WFC,Manchester City WFC,Foul Won,0
3912593,46,24,Manchester City WFC,Manchester City WFC,Dispossessed,0
3912593,47,21,Manchester City WFC,West Ham United LFC,Duel,0
3912593,48,10,West Ham United LFC,Manchester City WFC,Clearance,0
3912593,49,28,West Ham United LFC,Manchester City WFC,Interception,0
3912593,50,22,West Ham United LFC,Manchester City WFC,Clearance,0
3912593,51,74,Manchester City WFC,Manchester City WFC,Ball Receipt*,0
3912593,52,27,Manchester City WFC,West Ham United LFC,Pressure,0
3912593,53,33,Manchester City WFC,Manchester City WFC,Pressure,0
3912593,54,9,West Ham United LFC,West Ham United LFC,Ball Receipt*,0
3912593,55,41,Manchester City WFC,Manchester City WFC,Pressure,0
3912593,56,30,West Ham United LFC,West Ham United LFC,Ball Receipt*,0
3912593,57,44,Manchester City WFC,Manchester City WFC,Foul Won,0
3912593,58,25,West Ham United LFC,Manchester City WFC,Clearance,0
3912593,59,10,Manchester City WFC,Manchester City WFC,Miscontrol,0
3912593,60,28,West Ham United LFC,West Ham United LFC,Ball Receipt*,0
3912593,61,48,Manchester City WFC,Manchester City WFC,Pass,0
3912593,62,1,West Ham United LFC,West Ham United LFC,Pass,0
3912593,63,35,Manchester City WFC,Manchester City WFC,Pass,0
3912593,64,1,West Ham United LFC,West Ham United LFC,Pass,0
3912593,65,30,Manchester City WFC,Manchester City WFC,Dispossessed,0
3912593,66,35,Manchester City WFC,Manchester City WFC,Miscontrol,0
3912593,67,10,West Ham United LFC,West Ham United LFC,Miscontrol,0
3912593,68,13,Manchester City WFC,Manchester City WFC,Block,0
3912593,69,91,West Ham United LFC,Manchester City WFC,Pass,0
3912593,70,72,Manchester City WFC,Manchester City WFC,Shot,1
3912593,71,1,West Ham United LFC,West Ham United LFC,Goal Keeper,0
3912593,72,19,West Ham United LFC,West Ham United LFC,Ball Receipt*,0
3912593,73,9,West Ham United LFC,Manchester City WFC,Interception,0
3912593,74,23,Manchester City WFC,Manchester City WFC,Pass,0
3912593,75,12,West Ham United LFC,West Ham United LFC,Ball Receipt*,0
3912593,76,21,Manchester City WFC,Manchester City WFC,Miscontrol,0
3912593,77,64,West Ham United LFC,Manchester City WFC,Goal Keeper,0
3912593,78,9,Manchester City WFC,West Ham United LFC,Block,0
3912593,79,18,Manchester City WFC,West Ham United LFC,Ball Receipt*,0
3912593,80,30,Manchester City WFC,West Ham United LFC,Pressure,0
3912593,81,9,West Ham United LFC,Manchester City WFC,Block,0
3912593,82,6,Manchester City WFC,Manchester City WFC,Dispossessed,0
3912593,83,27,Manchester City WFC,Manchester City WFC,Dispossessed,0
3912593,84,18,Manchester City WFC,Manchester City WFC,Ball Receipt*,0
3912593,85,40,West Ham United LFC,West Ham United LFC,Dispossessed,0
3912593,86,27,West Ham United LFC,Manchester City WFC,Half End,0
3912593,87,15,West Ham United LFC,West Ham United LFC,Shot,1
3912593,88,1,Manchester City WFC,Manchester City WFC,Goal Keeper,0
3912593,89,38,Manchester City WFC,Manchester City WFC,Dispossessed,0
3912593,90,59,West Ham United LFC,Manchester City WFC,Goal Keeper,0
3912593,91,25,West Ham United LFC,West Ham United LFC,Dribble,0
3912593,92,16,West Ham United LFC,Manchester City WFC,Block,0
3912593,93,2,West Ham United LFC,Manchester City WFC,Goal Keeper,0
3912593,94,6,West Ham United LFC,Manchester City WFC,Goal Keeper,0
3912593,95,9,West Ham United LFC,Manchester City WFC,Goal Keeper,0
3912593,96,6,Manchester City WFC,West Ham United LFC,Block,0
3912593,97,21,West Ham United LFC,Manchester City WFC,Goal Keeper,0
3912593,98,1,West Ham United LFC,West Ham United LFC,Pass,0
3912593,99,23,West Ham United LFC,Manchester City WFC,Foul Committed,0
3912593,100,27,Manchester City WFC,Manchester City WFC,Dispossessed,0
3912593,101,11,Manchester City WFC,West Ham United LFC,Clearance,0
3912593,102,31,Manchester City WFC,Manchester City WFC,Dribble,0
3912593,103,31,West Ham United LFC,Manchester City WFC,Interception,0
3912593,104,4,West Ham United LFC,West Ham United LFC,Pass,0
3912593,105,23,West Ham United LFC,Manchester City WFC,Goal Keeper,0
3912593,106,11,West Ham United LFC,West Ham United LFC,Dispossessed,0
3912593,107,20,Manchester City WFC,Manchester City WFC,Shot,1
3912593,108,1,West Ham United LFC,West Ham United LFC,Goal Keeper,0
3912593,109,7,West Ham United LFC,West Ham United LFC,Pass,0
3912593,110,25,West Ham United LFC,Manchester City WFC,Substitution,0
3912593,111,1,West Ham United LFC,West Ham United LFC,Referee Ball-Drop,0
3912593,112,1,Manchester City WFC,Manchester City WFC,Referee Ball-Drop,0
3912593,113,26,Manchester City WFC,Manchester City WFC,Pass,0
3912593,114,44,West Ham United LFC,West Ham United LFC,Dispossessed,0
3912593,115,62,Manchester City WFC,Manchester City WFC,Pressure,0
3912593,116,7,West Ham United LFC,West Ham United LFC,Foul Won,0
3912593,117,24,West Ham United LFC,West Ham United LFC,Ball Receipt*,0
3912593,118,27,West Ham United LFC,Manchester City WFC,Duel,0
3912593,119,9,West Ham United LFC,West Ham United LFC,Ball Receipt*,0
3912593,120,27,Manchester City WFC,Manchester City WFC,Shot,1
3912593,121,1,West Ham United LFC,West Ham United LFC,Goal Keeper,0
3912593,122,8,West Ham United LFC,West Ham United LFC,Foul Won,0
3912593,123,21,Manchester City WFC,West Ham United LFC,Goal Keeper,0
3912593,124,13,West Ham United LFC,West Ham United LFC,Dispossessed,0
3912593,125,38,Manchester City WFC,Manchester City WFC,Pressure,0
3912593,126,48,West Ham United LFC,West Ham United LFC,Pass,0
3912593,127,99,Manchester City WFC,Manchester City WFC,Ball Receipt*,0
3912593,128,9,West Ham United LFC,West Ham United LFC,Pressure,0
3912593,129,84,West Ham United LFC,Manchester City WFC,Injury Stoppage,0
3912593,130,15,Manchester City WFC,Manchester City WFC,Pass,0
3912593,131,28,Manchester City WFC,West Ham United LFC,Tactical Shift,0
3912593,132,14,West Ham United LFC,West Ham United LFC,Ball Receipt*,0
3912593,133,20,West Ham United LFC,Manchester City WFC,Pressure,0
3912593,134,14,West Ham United LFC,West Ham United LFC,Ball Receipt*,0
3912593,135,21,Manchester City WFC,Manchester City WFC,Pass,0
3912593,136,47,Manchester City WFC,West Ham United LFC,Tactical Shift,0
3912593,137,5,West Ham United LFC,Manchester City WFC,Substitution,0
3912593,138,9,West Ham United LFC,Manchester City WFC,Tactical Shift,0
3912593,139,19,West Ham United LFC,West Ham United LFC,Pass,0
3912593,140,12,Manchester City WFC,Manchester City WFC,Ball Receipt*,0
3912593,141,44,Manchester City WFC,West Ham United LFC,Shield,0
3912593,142,100,Manchester City WFC,Manchester City WFC,Dispossessed,0
3912593,143,8,Manchester City WFC,Manchester City WFC,Foul Won,0
3912593,144,13,Manchester City WFC,Manchester City WFC,Miscontrol,0
3912593,145,35,West Ham United LFC,West Ham United LFC,Pressure,0
3912593,146,28,Manchester City WFC,Manchester City WFC,Tactical Shift,0
3912593,147,26,West Ham United LFC,Manchester City WFC,Pressure,0
3912593,148,22,Manchester City WFC,West Ham United LFC,Goal Keeper,0
3912593,149,7,Manchester City WFC,Manchester City WFC,Pressure,0
3912593,150,20,West Ham United LFC,West Ham United LFC,Ball Recovery,0
3912593,151,12,Manchester City WFC,Manchester City WFC,Ball Receipt*,0
3912593,152,4,West Ham United LFC,West Ham United LFC,Dispossessed,0
3912593,153,18,Manchester City WFC,West Ham United LFC,Goal Keeper,0
3912593,154,11,Manchester City WFC,Manchester City WFC,Clearance,0
3912593,155,27,West Ham United LFC,West Ham United LFC,Pressure,0
3912593,156,31,Manchester City WFC,Manchester City WFC,Pressure,0
3912593,157,20,Manchester City WFC,West Ham United LFC,Tactical Shift,0
3912593,158,19,West Ham United LFC,West Ham United LFC,Pass,0
3912593,159,2,Manchester City WFC,Manchester City WFC,Ball Receipt*,0
3912593,160,16,West Ham United LFC,West Ham United LFC,Pressure,0
3912593,161,11,Manchester City WFC,Manchester City WFC,Ball Receipt*,0
3912593,162,11,Manchester City WFC,West Ham United LFC,Block,0
3912593,163,3,West Ham United LFC,West Ham United LFC,Ball Receipt*,0
3912593,164,27,West Ham United LFC,Manchester City WFC,Block,0
3912593,165,8,Manchester City WFC,Manchester City WFC,Dispossessed,0
3912593,166,3,Manchester City WFC,Manchester City WFC,Ball Receipt*,0
3912593,167,6,West Ham United LFC,West Ham United LFC,Dispossessed,0
3912593,168,6,West Ham United LFC,West Ham United LFC,Dispossessed,0
3912593,169,6,Manchester City WFC,West Ham United LFC,Clearance,0
3912593,170,25,Manchester City WFC,West Ham United LFC,Pressure,0
3912593,171,48,Manchester City WFC,Manchester City WFC,Dispossessed,0
3912593,172,12,West Ham United LFC,West Ham United LFC,Pass,0
3912593,173,65,Manchester City WFC,Manchester City WFC,Foul Won,0
3912593,174,7,Manchester City WFC,Manchester City WFC,Shot,1
3912593,175,1,West Ham United LFC,West Ham United LFC,Goal Keeper,0
3912593,176,6,West Ham United LFC,West Ham United LFC,Miscontrol,0
3912593,177,16,Manchester City WFC,Manchester City WFC,Foul Won,0
3912593,178,2,Manchester City WFC,Manchester City WFC,Ball Receipt*,0
3912593,179,14,West Ham United LFC,West Ham United LFC,Carry,0
3912593,180,9,Manchester City WFC,Manchester City WFC,Dribble,0
3912593,181,33,Manchester City WFC,Manchester City WFC,Ball Receipt*,0
3912593,182,7,West Ham United LFC,West Ham United LFC,Pass,0
3912593,183,53,West Ham United LFC,Manchester City WFC,Half End,0
3912594,1,4,Leicester City WFC,Bristol City WFC,Half Start,0
3912594,2,16,Bristol City WFC,Bristol City WFC,Dribble,0
3912594,3,9,Bristol City WFC,Leicester City WFC,Ball Recovery,0
3912594,4,10,Leicester City WFC,Leicester City WFC,Foul Won,0
3912594,5,10,Leicester City WFC,Leicester City WFC,Foul Won,0
3912594,6,39,Leicester City WFC,Leicester City WFC,Pressure,0
3912594,7,15,Bristol City WFC,Bristol City WFC,Ball Receipt*,0
3912594,8,10,Bristol City WFC,Leicester City WFC,Interception,0
3912594,9,22,Bristol City WFC,Leicester City WFC,Block,0
3912594,10,5,Bristol City WFC,Leicester City WFC,Goal Keeper,0
3912594,11,23,Bristol City WFC,Bristol City WFC,Foul Won,0
3912594,12,16,Bristol City WFC,Bristol City WFC,Ball Receipt*,0
3912594,13,20,Leicester City WFC,Leicester City WFC,Ball Receipt*,0
3912594,14,24,Leicester City WFC,Bristol City WFC,Ball Receipt*,0
3912594,15,28,Leicester City WFC,Bristol City WFC,Interception,0
3912594,16,16,Bristol City WFC,Bristol City WFC,Miscontrol,0
3912594,17,20,Bristol City WFC,Leicester City WFC,Clearance,0
3912594,18,19,Leicester City WFC,Leicester City WFC,Dispossessed,0
3912594,19,3,Bristol City WFC,Leicester City WFC,Interception,0
3912594,20,9,Bristol City WFC,Leicester City WFC,Foul Won,0
3912594,21,3,Bristol City WFC,Bristol City WFC,Duel,0
3912594,22,10,Leicester City WFC,Leicester City WFC,Dispossessed,0
3912594,23,20,Bristol City WFC,Leicester City WFC,Duel,0
3912594,24,13,Bristol City WFC,Leicester City WFC,Clearance,0
3912594,25,10,Bristol City WFC,Leicester City WFC,Clearance,0
3912594,26,9,Bristol City WFC,Leicester City WFC,Interception,0
3912594,27,10,Bristol City WFC,Bristol City WFC,Ball Receipt*,0
3912594,28,19,Leicester City WFC,Leicester City WFC,Foul Won,0
3912594,29,34,Bristol City WFC,Leicester City WFC,Foul Won,0
3912594,30,2,Bristol City WFC,Bristol City WFC,Ball Receipt*,0
3912594,31,25,Leicester City WFC,Leicester City WFC,Miscontrol,0
3912594,32,29,Bristol City WFC,Bristol City WFC,Dispossessed,0
3912594,33,16,Bristol City WFC,Leicester City WFC,Shield,0
3912594,34,3,Bristol City WFC,Bristol City WFC,Miscontrol,0
3912594,35,20,Leicester City WFC,Leicester City WFC,Pressure,0
3912594,36,25,Bristol City WFC,Bristol City WFC,Shot,1
3912594,37,1,Leicester City WFC,Leicester City WFC,Goal Keeper,0
3912594,38,26,Leicester City WFC,Leicester City WFC,Block,0
3912594,39,5,Bristol City WFC,Bristol City WFC,Foul Won,0
3912594,40,12,Bristol City WFC,Bristol City WFC,Ball Receipt*,0
3912594,41,7,Leicester City WFC,Leicester City WFC,Ball Receipt*,0
3912594,42,18,Leicester City WFC,Bristol City WFC,Ball Recovery,0
3912594,43,3,Leicester City WFC,Bristol City WFC,Interception,0
3912594,44,20,Leicester City WFC,Bristol City WFC,Block,0
3912594,45,30,Bristol City WFC,Bristol City WFC,Dispossessed,0
3912594,46,2,Bristol City WFC,Bristol City WFC,Ball Receipt*,0
3912594,47,9,Leicester City WFC,Leicester City WFC,Pressure,0
3912594,48,25,Bristol City WFC,Bristol City WFC,Miscontrol,0
3912594,49,12,Leicester City WFC,Leicester City WFC,Foul Won,0
3912594,50,9,Leicester City WFC,Leicester City WFC,Dispossessed,0
3912594,51,3,Leicester City WFC,Leicester City WFC,Offside,0
3912594,52,5,Bristol City WFC,Bristol City WFC,Miscontrol,0
3912594,53,18,Bristol City WFC,Leicester City WFC,Block,0
3912594,54,3,Bristol City WFC,Leicester City WFC,Block,0
3912594,55,14,Bristol City WFC,Leicester City WFC,Goal Keeper,0
3912594,56,31,Bristol City WFC,Bristol City WFC,Foul Won,0
3912594,57,7,Bristol City WFC,Bristol City WFC,Ball Recovery,0
3912594,58,8,Bristol City WFC,Leicester City WFC,Duel,0
3912594,59,40,Bristol City WFC,Leicester City WFC,Goal Keeper,0
3912594,60,2,Bristol City WFC,Bristol City WFC,Ball Receipt*,0
3912594,61,18,Leicester City WFC,Leicester City WFC,Foul Won,0
3912594,62,13,Leicester City WFC,Leicester City WFC,Ball Receipt*,0
3912594,63,3,Bristol City WFC,Bristol City WFC,Injury Stoppage,0
3912594,64,1,Leicester City WFC,Leicester City WFC,Referee Ball-Drop,0
